Academic year,semester,School Name,country,school,Number of people
,,,,,
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,日本,佐賀大學,1
101,1,國立政治大學,英國,倫敦大學,1
101,1,國立政治大學,德意志聯邦共和國,慕尼黑大學,1
101,1,國立政治大學,大陸地區,廈門大學,1
101,1,國立政治大學,大韓民國(南韓),釜山大學,1
101,1,國立政治大學,加拿大,蒙特婁商學院,1
101,1,國立政治大學,土耳其共和國,安卡拉大學,7
101,1,國立政治大學,土耳其共和國,畢爾坎特大學,1
101,1,國立政治大學,大韓民國(南韓),翰林大學,1
101,1,國立政治大學,日本,長崎大學,1
101,1,國立政治大學,法國,里爾天主教大學,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,大陸地區,中國人民大學,1
101,1,國立政治大學,日本,一橋大學,1
101,1,國立政治大學,日本,中央大學,1
101,1,國立政治大學,日本,立教大學,2
101,1,國立政治大學,日本,杏林大學,1
101,1,國立政治大學,日本,長崎大學,1
101,1,國立政治大學,日本,青山學院大學,2
101,1,國立政治大學,日本,宮崎大學,2
101,1,國立政治大學,日本,筑波大學,2
101,1,國立政治大學,日本,慶應義塾大學,1
101,1,國立政治大學,日本,關西學院大學,1
101,1,國立政治大學,美國,史丹福大學,2
101,1,國立政治大學,沙烏地阿拉伯王國,伊瑪目穆罕默德大學,1
101,1,國立政治大學,科威特,科威特大學,8
101,1,國立政治大學,突尼西亞共和國,布爾吉巴現代語言學院,2
101,1,國立政治大學,約旦哈什米王國,約旦大學,3
101,1,國立政治大學,美國,威斯康辛大學麥迪遜分校,1
101,1,國立政治大學,埃及阿拉伯共和國,亞歷山大大學,1
101,1,國立政治大學,埃及阿拉伯共和國,坦塔大學,8
101,1,國立政治大學,埃及阿拉伯共和國,富吉爾語言中心,1
101,1,國立政治大學,大陸地區,北京大學,1
101,1,國立政治大學,大韓民國(南韓),東亞大學,1
101,1,國立政治大學,法國,特魯瓦高等商學院,1
101,1,國立政治大學,芬蘭共和國,土庫大學,1
101,1,國立政治大學,俄羅斯聯邦,烏拉爾聯邦大學,1
101,1,國立政治大學,香港,香港城市大學,1
101,1,國立政治大學,荷蘭王國,鹿特丹管理學院,1
101,1,國立政治大學,瑞典王國,林奈大學,1
101,1,國立政治大學,德意志聯邦共和國,奧格斯堡大學,1
101,1,國立政治大學,德意志聯邦共和國,維爾茨堡大學,1
101,1,國立政治大學,德意志聯邦共和國,慕尼黑大學,1
101,1,國立政治大學,大陸地區,中國人民大學,1
101,1,國立政治大學,大陸地區,吉林大學,1
101,1,國立政治大學,俄羅斯聯邦,烏拉爾聯邦大學,7
101,1,國立政治大學,俄羅斯聯邦,國立喀山大學,1
101,1,國立政治大學,俄羅斯聯邦,莫斯科大學,5
101,1,國立政治大學,俄羅斯聯邦,莫斯科市立師範大學,1
101,1,國立政治大學,俄羅斯聯邦,莫斯科語言大學,1
101,1,國立政治大學,俄羅斯聯邦,聖彼得堡財經大學,1
101,1,國立政治大學,捷克共和國,馬薩里克大學,1
101,1,國立政治大學,大韓民國(南韓),梨花女子大學,1
101,1,國立政治大學,厄瓜多共和國,太平洋大學,2
101,1,國立政治大學,加拿大,魁北克大學蒙特婁分校,1
101,1,國立政治大學,西班牙王國,哈恩大學,1
101,1,國立政治大學,西班牙王國,馬德里卡洛斯三世大學,1
101,1,國立政治大學,西班牙王國,奧維多大學,2
101,1,國立政治大學,法國,里昂第二大學,2
101,1,國立政治大學,法國,里爾政治學院,1
101,1,國立政治大學,法國,柏根蒂大學,1
101,1,國立政治大學,法國,特魯瓦高等商學院,1
101,1,國立政治大學,法國,索邦巴黎第一大學,2
101,1,國立政治大學,法國,荷榭大學,1
101,1,國立政治大學,法國,雷恩第二大學,1
101,1,國立政治大學,法國,魯昂商學院,1
101,1,國立政治大學,智利,智利發展大學,2
101,1,國立政治大學,德意志聯邦共和國,波昂大學,2
101,1,國立政治大學,德意志聯邦共和國,埃兒富特大學,2
101,1,國立政治大學,德意志聯邦共和國,海德堡大學,2
101,1,國立政治大學,德意志聯邦共和國,特里爾大學,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,德意志聯邦共和國,圖賓根大學,2
101,1,國立政治大學,德意志聯邦共和國,維爾茨堡大學,1
101,1,國立政治大學,德意志聯邦共和國,慕尼黑大學,1
101,1,國立政治大學,墨西哥合眾國,瓜達拉哈拉自治大學,1
101,1,國立政治大學,墨西哥合眾國,蒙特瑞技術研究學院,1
101,1,國立政治大學,大韓民國(南韓),中央大學,1
101,1,國立政治大學,大韓民國(南韓),市立首爾大學,1
101,1,國立政治大學,大韓民國(南韓),全北大學,1
101,1,國立政治大學,大韓民國(南韓),成均館大學,2
101,1,國立政治大學,大韓民國(南韓),西江大學,1
101,1,國立政治大學,大韓民國(南韓),亞洲大學,1
101,1,國立政治大學,大韓民國(南韓),延世大學,1
101,1,國立政治大學,大韓民國(南韓),東亞大學,1
101,1,國立政治大學,大韓民國(南韓),釜山大學,1
101,1,國立政治大學,大韓民國(南韓),釜山外國語大學,1
101,1,國立政治大學,大韓民國(南韓),高麗大學,2
101,1,國立政治大學,大韓民國(南韓),梨花女子大學,1
101,1,國立政治大學,大韓民國(南韓),祥明大學,2
101,1,國立政治大學,大韓民國(南韓),漢陽大學,1
101,1,國立政治大學,大韓民國(南韓),慶熙大學,7
101,1,國立政治大學,大韓民國(南韓),翰林大學,1
101,1,國立政治大學,大韓民國(南韓),韓國外國語大學,1
101,1,國立政治大學,法國,PGSM巴黎高等管理學院,1
101,1,國立政治大學,德意志聯邦共和國,哥廷根大學,1
101,1,國立政治大學,日本,早稻田大學,1
101,1,國立政治大學,日本,東京外國語大學,1
101,1,國立政治大學,美國,北愛荷華大學,1
101,1,國立政治大學,大韓民國(南韓),成均館大學,1
101,1,國立政治大學,日本,廣島大學,1
101,1,國立政治大學,日本,東京大學,1
101,1,國立政治大學,德意志聯邦共和國,布萊梅大學,1
101,1,國立政治大學,德意志聯邦共和國,柏林自由大學,1
101,1,國立政治大學,大陸地區,中國人民大學,1
101,1,國立政治大學,大韓民國(南韓),韓國外國語大學,1
101,1,國立政治大學,法國,魯昂商學院,1
101,1,國立政治大學,芬蘭共和國,漢肯經濟學院,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,香港,香港大學,1
101,1,國立政治大學,香港,香港城市大學,1
101,1,國立政治大學,香港,香港浸會大學,1
101,1,國立政治大學,瑞典王國,哈爾姆斯塔德大學,1
101,1,國立政治大學,葡萄牙共和國,天主教大學,1
101,1,國立政治大學,加拿大,蒙特婁商學院,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,立陶宛共和國,維爾紐斯大學,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,義大利共和國,卡洛‧卡坦尼奧自由大學,1
101,1,國立政治大學,摩洛哥王國,拉巴特政府與經濟學院,1
101,1,國立政治大學,大陸地區,華東師範大學,1
101,1,國立政治大學,波蘭共和國,華沙大學,1
101,1,國立政治大學,美國,康乃狄克大學,1
101,1,國立政治大學,荷蘭王國,提堡大學,1
101,1,國立政治大學,挪威王國,挪威經濟管理學院,1
101,1,國立政治大學,德意志聯邦共和國,基爾大學,1
101,1,國立政治大學,大陸地區,南開大學,1
101,1,國立政治大學,捷克共和國,奧斯特拉瓦科技大學,1
101,1,國立政治大學,荷蘭王國,葛洛寧恩大學,1
101,1,國立政治大學,德意志聯邦共和國,法蘭克福金融與管理學院,1
101,1,國立政治大學,德意志聯邦共和國,齊柏林大學,1
101,1,國立政治大學,大陸地區,北京大學,2
101,1,國立政治大學,大陸地區,南京大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,大陸地區,復旦大學,1
101,1,國立政治大學,大陸地區,華東師範大學,1
101,1,國立政治大學,法國,斯凱瑪高等商業管理學院,1
101,1,國立政治大學,美國,伊利諾州立大學,1
101,1,國立政治大學,土耳其共和國,畢爾坎特大學,1
101,1,國立政治大學,大陸地區,中國人民大學,1
101,1,國立政治大學,日本,慶應義塾大學,1
101,1,國立政治大學,西班牙王國,馬德里卡洛斯三世大學,1
101,1,國立政治大學,波蘭共和國,華沙大學,1
101,1,國立政治大學,法國,巴黎高等政治學院,1
101,1,國立政治大學,法國,圖盧茲商學院,1
101,1,國立政治大學,俄羅斯聯邦,喀山聯邦大學,1
101,1,國立政治大學,美國,伊利諾州立大學,2
101,1,國立政治大學,美國,美利堅大學,1
101,1,國立政治大學,美國,斯克蘭頓大學,1
101,1,國立政治大學,捷克共和國,大都會大學,1
101,1,國立政治大學,奧地利共和國,克姆斯應用科學大學,1
101,1,國立政治大學,愛爾蘭共和國,都柏林理工學院,1
101,1,國立政治大學,瑞典王國,烏普薩拉大學,1
101,1,國立政治大學,義大利共和國,杜林大學,2
101,1,國立政治大學,日本,秋田國際教養大學,2
101,1,國立政治大學,大陸地區,北京大學,1
101,1,國立政治大學,大韓民國(南韓),首爾大學,1
101,1,國立政治大學,大韓民國(南韓),翰林大學高等國際研究學院,1
101,1,國立政治大學,泰王國(泰國),曼谷大學,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,大陸地區,南京大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,芬蘭共和國,坦佩利大學,1
101,1,國立政治大學,美國,伊利諾州立大學,1
101,1,國立政治大學,澳大利亞,昆士蘭大學,1
101,1,國立政治大學,日本,中央大學,1
101,1,國立政治大學,法國,里爾政治學院,1
101,1,國立政治大學,捷克共和國,馬薩里克大學,1
101,1,國立政治大學,愛爾蘭共和國,都柏林理工學院,1
101,1,國立政治大學,德意志聯邦共和國,卡爾國際大學,1
101,1,國立政治大學,德意志聯邦共和國,歐洲應用科技大學,1
101,1,國立政治大學,大陸地區,中國人民大學,1
101,1,國立政治大學,法國,巴黎政治大學,1
101,1,國立政治大學,瑞典王國,林奈大學,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,西班牙王國,那瓦納大學,1
101,1,國立政治大學,法國,雷恩第二大學,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,美國,普渡大學,1
101,1,國立政治大學,泰王國(泰國),法政大學,1
101,1,國立政治大學,泰王國(泰國),曼谷大學,1
101,1,國立政治大學,德意志聯邦共和國,新烏爾姆應用科技大學,1
101,1,國立政治大學,香港,香港中文大學,1
101,1,國立政治大學,香港,香港中文大學,2
101,1,國立政治大學,西班牙王國,哈恩大學,1
101,1,國立政治大學,法國,ISC巴黎高等商業學校,1
101,1,國立政治大學,法國,亞眠管理學院,1
101,1,國立政治大學,美國,北愛荷華大學,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,美國,普渡大學,1
101,1,國立政治大學,捷克共和國,奧斯特拉瓦科技大學,1
101,1,國立政治大學,荷蘭王國,葛洛寧恩大學,1
101,1,國立政治大學,新加坡共和國,南洋理工大學,1
101,1,國立政治大學,德意志聯邦共和國,波昂大學,1
101,1,國立政治大學,德意志聯邦共和國,柏林自由大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,大韓民國(南韓),慶熙大學,1
101,1,國立政治大學,日本,立命館亞太大學,1
101,1,國立政治大學,日本,東京外國語大學,1
101,1,國立政治大學,法國,里爾天主教大學,1
101,1,國立政治大學,美國,史丹福大學,2
101,1,國立政治大學,荷蘭王國,馬茲垂克大學,1
101,1,國立政治大學,荷蘭王國,提堡大學,1
101,1,國立政治大學,德意志聯邦共和國,科隆大學管理經濟社會科學院,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,大陸地區,中山大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,匈牙利共和國,科維努思大學,1
101,1,國立政治大學,西班牙王國,那瓦納大學,1
101,1,國立政治大學,西班牙王國,業薩得商學院,1
101,1,國立政治大學,波蘭共和國,華沙經濟大學,1
101,1,國立政治大學,芬蘭共和國,阿爾托大學,1
101,1,國立政治大學,美國,杜蘭大學,1
101,1,國立政治大學,香港,香港中文大學,1
101,1,國立政治大學,德意志聯邦共和國,科隆大學管理經濟社會科學院,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,日本,一橋大學,1
101,1,國立政治大學,巴西聯邦共和國,聖保羅企業管理學院,1
101,1,國立政治大學,印度共和國,印度商學院,1
101,1,國立政治大學,法國,里昂高等商學院,1
101,1,國立政治大學,法國,斯凱瑪高等商業管理學院,1
101,1,國立政治大學,美國,布蘭戴斯大學,1
101,1,國立政治大學,美國,西華盛頓大學,1
101,1,國立政治大學,荷蘭王國,葛洛寧恩大學,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,德意志聯邦共和國,萊比錫管理學院,1
101,1,國立政治大學,德意志聯邦共和國,奧圖商管學院,1
101,1,國立政治大學,大陸地區,華東師範大學,1
101,1,國立政治大學,日本,早稻田大學,1
101,1,國立政治大學,法國,斯凱瑪高等商業管理學院,1
101,1,國立政治大學,美國,史丹福大學,2
101,1,國立政治大學,美國,佛羅里達大學,1
101,1,國立政治大學,捷克共和國,布拉格經濟大學,1
101,1,國立政治大學,義大利共和國,博科尼大學,1
101,1,國立政治大學,德意志聯邦共和國,德國商學院（EBS）,1
101,1,國立政治大學,墨西哥合眾國,墨西哥科技管理學院,1
101,1,國立政治大學,澳大利亞,葛瑞菲斯大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,大韓民國(南韓),成均館大學,1
101,1,國立政治大學,大韓民國(南韓),韓國高等科技學院,1
101,1,國立政治大學,丹麥王國,南丹麥大學,1
101,1,國立政治大學,日本,日本國際大學,1
101,1,國立政治大學,比利時王國,法語魯汶大學,1
101,1,國立政治大學,法國,ESCP巴黎高等商業學院,2
101,1,國立政治大學,法國,巴黎政治大學,1
101,1,國立政治大學,法國,里爾天主教大學,1
101,1,國立政治大學,法國,南特高等商業學院,1
101,1,國立政治大學,香港,香港城市大學,1
101,1,國立政治大學,荷蘭王國,阿姆斯特丹大學,1
101,1,國立政治大學,荷蘭王國,鹿特丹管理學院,2
101,1,國立政治大學,荷蘭王國,提堡大學,1
101,1,國立政治大學,德意志聯邦共和國,科隆大學管理經濟社會科學院,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,大陸地區,南京大學,1
101,1,國立政治大學,大陸地區,復旦大學,1
101,1,國立政治大學,芬蘭共和國,阿爾托大學,1
101,1,國立政治大學,英國,蘭卡斯特大學,1
101,1,國立政治大學,葡萄牙共和國,天主教大學,1
101,1,國立政治大學,大陸地區,復旦大學,2
101,1,國立政治大學,日本,同志社大學,1
101,1,國立政治大學,比利時王國,法語魯汶大學,1
101,1,國立政治大學,加拿大,西蒙菲沙大學,1
101,1,國立政治大學,奧地利共和國,茵斯布魯克大學,1
101,1,國立政治大學,新加坡共和國,新加坡國立大學,1
101,1,國立政治大學,匈牙利共和國,科維努思大學,1
101,1,國立政治大學,法國,巴黎政治大學,1
101,1,國立政治大學,芬蘭共和國,阿爾托大學,1
101,1,國立政治大學,荷蘭王國,馬茲垂克大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,法國,格勒諾貝爾管理學院,1
101,1,國立政治大學,法國,漢斯高等商業管理學院,1
101,1,國立政治大學,捷克共和國,布拉格經濟大學,1
101,1,國立政治大學,德意志聯邦共和國,曼漢姆大學,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,大陸地區,武漢大學,1
101,1,國立政治大學,大陸地區,南開大學,1
101,1,國立政治大學,泰王國(泰國),朱拉隆功大學,1
101,1,國立政治大學,大陸地區,中國人民大學,3
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,德意志聯邦共和國,慕尼黑大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,大韓民國(南韓),韓國高等科技學院,1
101,1,國立政治大學,丹麥王國,哥本哈根管理學院,1
101,1,國立政治大學,日本,名古屋商科大學,1
101,1,國立政治大學,日本,早稻田大學,1
101,1,國立政治大學,芬蘭共和國,阿爾托大學,1
101,1,國立政治大學,土耳其共和國,畢爾坎特大學,1
101,1,國立政治大學,義大利共和國,博科尼大學,1
101,1,國立政治大學,大陸地區,浙江大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,日本,神戶大學,1
101,1,國立政治大學,法國,昂傑高等商學院,1
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立政治大學,美國,康乃狄克大學,1
101,1,國立政治大學,新加坡共和國,新加坡管理大學,1
101,1,國立政治大學,日本,大阪大學,2
101,1,國立政治大學,日本,名古屋大學,1
101,1,國立政治大學,日本,金澤大學,1
101,1,國立政治大學,日本,神戶大學,1
101,1,國立政治大學,日本,北海道大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,大陸地區,清華大學,1
101,1,國立政治大學,瑞士聯邦,聖加倫大學,1
101,1,國立政治大學,德意志聯邦共和國,哥廷根大學,1
101,1,國立政治大學,大陸地區,上海交通大學,1
101,1,國立政治大學,大陸地區,廈門大學,2
101,1,國立政治大學,美國,史丹福大學,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,大韓民國(南韓),大韓民國(南韓),1
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,荷蘭王國,荷蘭王國,1
101,1,國立清華大學,瑞士聯邦,瑞士,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,2
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,挪威王國,挪威王國,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,3
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,挪威王國,挪威王國,1
101,1,國立清華大學,澳大利亞,澳大利亞,1
101,1,國立清華大學,美國,美國,2
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,挪威王國,挪威王國,1
101,1,國立清華大學,澳大利亞,澳大利亞,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,2
101,1,國立清華大學,瑞士聯邦,瑞士,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,瑞典王國,瑞典王國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,奧地利共和國,奧地利共和國,1
101,1,國立清華大學,挪威王國,挪威王國,1
101,1,國立清華大學,新加坡共和國,新加坡共和國,1
101,1,國立清華大學,瑞典王國,瑞典王國,2
101,1,國立清華大學,加拿大,加拿大,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,瑞士聯邦,瑞士,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,瑞典王國,瑞典王國,1
101,1,國立清華大學,大韓民國(南韓),大韓民國(南韓),1
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,新加坡共和國,新加坡共和國,1
101,1,國立清華大學,日本,日本,3
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,瑞典王國,瑞典王國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,美國,美國,3
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,2
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,荷蘭王國,荷蘭王國,1
101,1,國立清華大學,日本,日本,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,2
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,美國,美國,2
101,1,國立清華大學,瑞典王國,瑞典王國,7
101,1,國立清華大學,法國,法國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,英國,英國,1
101,1,國立清華大學,瑞典王國,瑞典王國,1
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,美國,美國,1
101,1,國立清華大學,大韓民國(南韓),大韓民國(南韓),1
101,1,國立清華大學,美國,美國,2
101,1,國立清華大學,德意志聯邦共和國,德意志聯邦共和國,1
101,1,國立清華大學,日本,日本,1
101,1,國立臺灣大學,日本,立命館大學,1
101,1,國立臺灣大學,英國,愛丁堡大學,1
101,1,國立臺灣大學,大陸地區,北京師範大學,1
101,1,國立臺灣大學,大陸地區,中國人民大學,1
101,1,國立臺灣大學,大陸地區,四川大學,1
101,1,國立臺灣大學,大陸地區,復旦大學,1
101,1,國立臺灣大學,日本,立命館大學,1
101,1,國立臺灣大學,日本,東北大學,1
101,1,國立臺灣大學,日本,慶應義塾大學,1
101,1,國立臺灣大學,英國,倫敦大學政經學院,1
101,1,國立臺灣大學,英國,倫敦大學國王學院,1
101,1,國立臺灣大學,英國,倫敦政經學院,1
101,1,國立臺灣大學,德意志聯邦共和國,艾朗根紐倫堡大學,1
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,1
101,1,國立臺灣大學,香港,香港中文大學,1
101,1,國立臺灣大學,大陸地區,上海交通大學,1
101,1,國立臺灣大學,日本,同志社大學,1
101,1,國立臺灣大學,日本,東北大學,1
101,1,國立臺灣大學,日本,東京外國語大學,1
101,1,國立臺灣大學,日本,琉球大學,2
101,1,國立臺灣大學,比利時王國,比京自由大學,1
101,1,國立臺灣大學,加拿大,多倫多大學,3
101,1,國立臺灣大學,加拿大,皇后大學,1
101,1,國立臺灣大學,加拿大,英屬哥倫比亞大學,1
101,1,國立臺灣大學,加拿大,渥太華大學,3
101,1,國立臺灣大學,西班牙王國,巴塞隆納自治大學,1
101,1,國立臺灣大學,法國,巴黎西大學農泰爾拉德芳斯,1
101,1,國立臺灣大學,法國,里爾天主教大學,3
101,1,國立臺灣大學,法國,尚慕蘭里昂第三大學,1
101,1,國立臺灣大學,美國,天普大學,2
101,1,國立臺灣大學,美國,加州大學,1
101,1,國立臺灣大學,美國,加州大學柏克萊分校,3
101,1,國立臺灣大學,美國,威斯康辛大學麥迪遜分校,2
101,1,國立臺灣大學,美國,奧克拉荷馬大學,1
101,1,國立臺灣大學,英國,南安普頓大學,1
101,1,國立臺灣大學,英國,倫敦大學亞非學院,2
101,1,國立臺灣大學,英國,倫敦大學國王學院,1
101,1,國立臺灣大學,紐西蘭,奧克蘭大學,1
101,1,國立臺灣大學,荷蘭王國,烏特列茲大學,1
101,1,國立臺灣大學,荷蘭王國,烏特列茲大學,1
101,1,國立臺灣大學,新加坡共和國,新加坡管理大學,1
101,1,國立臺灣大學,瑞典王國,優密歐大學,1
101,1,國立臺灣大學,德意志聯邦共和國,杜賓根大學,2
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,3
101,1,國立臺灣大學,德意志聯邦共和國,漢堡大學,1
101,1,國立臺灣大學,日本,九州大學,1
101,1,國立臺灣大學,日本,上智大學,2
101,1,國立臺灣大學,日本,大阪大學,2
101,1,國立臺灣大學,日本,北海道大學,1
101,1,國立臺灣大學,日本,立命館大學,3
101,1,國立臺灣大學,日本,同志社大學,2
101,1,國立臺灣大學,日本,明治大學,1
101,1,國立臺灣大學,日本,東北大學,1
101,1,國立臺灣大學,日本,東京外國語大學,1
101,1,國立臺灣大學,日本,東京學藝大學,1
101,1,國立臺灣大學,日本,金澤大學,1
101,1,國立臺灣大學,日本,長崎大學,1
101,1,國立臺灣大學,日本,青山學院大學,1
101,1,國立臺灣大學,日本,琉球大學,2
101,1,國立臺灣大學,日本,神奈川大學,1
101,1,國立臺灣大學,日本,創價大學,1
101,1,國立臺灣大學,日本,筑波大學,1
101,1,國立臺灣大學,日本,橫濱國立大學,1
101,1,國立臺灣大學,日本,關西大學,2
101,1,國立臺灣大學,德意志聯邦共和國,波昂大學,2
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,1
101,1,國立臺灣大學,德意志聯邦共和國,漢堡大學,1
101,1,國立臺灣大學,日本,神戶大學,1
101,1,國立臺灣大學,葡萄牙共和國,波爾圖大學,1
101,1,國立臺灣大學,德意志聯邦共和國,柏林自由大學,1
101,1,國立臺灣大學,日本,同志社大學,1
101,1,國立臺灣大學,日本,東京大學,1
101,1,國立臺灣大學,日本,御茶水女子大學,1
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,1
101,1,國立臺灣大學,西班牙王國,賽維亞大學,1
101,1,國立臺灣大學,法國,卡相高等學院,1
101,1,國立臺灣大學,法國,艾克斯馬賽大學,2
101,1,國立臺灣大學,大韓民國(南韓),順天大學,1
101,1,國立臺灣大學,日本,立命館大學,1
101,1,國立臺灣大學,日本,筑波大學,1
101,1,國立臺灣大學,法國,法國高等商業大學,1
101,1,國立臺灣大學,美國,加州大學柏克萊分校,2
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,2
101,1,國立臺灣大學,德意志聯邦共和國,漢堡大學,2
101,1,國立臺灣大學,德意志聯邦共和國,慕尼黑大學,1
101,1,國立臺灣大學,大陸地區,北京大學,1
101,1,國立臺灣大學,土耳其共和國,柯克大學,1
101,1,國立臺灣大學,法國,尚慕蘭里昂第三大學,1
101,1,國立臺灣大學,美國,亞利桑那州立大學,2
101,1,國立臺灣大學,英國,倫敦大學政經學院,1
101,1,國立臺灣大學,新加坡共和國,新加坡國立大學,1
101,1,國立臺灣大學,美國,加州大學柏克萊分校,1
101,1,國立臺灣大學,美國,史丹福大學,1
101,1,國立臺灣大學,美國,伊利諾大學芝加哥校區,1
101,1,國立臺灣大學,英國,牛津大學哈福特學院,4
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,1
101,1,國立臺灣大學,大陸地區,上海交通大學,1
101,1,國立臺灣大學,大陸地區,北京大學,1
101,1,國立臺灣大學,大陸地區,南京大學,1
101,1,國立臺灣大學,丹麥王國,哥本哈根大學,1
101,1,國立臺灣大學,日本,北海道大學,1
101,1,國立臺灣大學,日本,京都大學,2
101,1,國立臺灣大學,日本,國際教養大學,1
101,1,國立臺灣大學,日本,筑波大學,1
101,1,國立臺灣大學,日本,慶應義塾大學,1
101,1,國立臺灣大學,加拿大,英屬哥倫比亞大學,3
101,1,國立臺灣大學,法國,尚慕蘭里昂第三大學,1
101,1,國立臺灣大學,美國,加州大學,2
101,1,國立臺灣大學,美國,加州大學柏克萊分校,2
101,1,國立臺灣大學,美國,史丹福大學,2
101,1,國立臺灣大學,美國,威斯康辛大學麥迪遜分校,2
101,1,國立臺灣大學,美國,德州大學達拉斯分校,2
101,1,國立臺灣大學,英國,牛津大學哈福特學院,1
101,1,國立臺灣大學,荷蘭王國,烏特列茲大學,3
101,1,國立臺灣大學,荷蘭王國,馬斯垂克大學,1
101,1,國立臺灣大學,新加坡共和國,新加坡管理大學,1
101,1,國立臺灣大學,瑞典王國,優密歐大學,1
101,1,國立臺灣大學,葡萄牙共和國,波爾圖大學,1
101,1,國立臺灣大學,德意志聯邦共和國,海德堡大學,4
101,1,國立臺灣大學,德意志聯邦共和國,漢堡大學,1
101,1,國立臺灣大學,法國,里爾天主教大學,1
101,1,國立臺灣大學,美國,加州理工學院,1
101,1,國立臺灣大學,大陸地區,北京大學,3
